Date,Channel,Retailer,Retailor,SKU, Unit Sold ,Rev,Category,Sub_Category
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,NC300KR,1,157033,Ninja Motorized,Icecream
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,TF200SKR,1,203578,Shark Fan,Fan
6/11/2026,Online,Group Buying,Group Buying,TF200SKR,1,203578,Shark Fan,Fan
6/11/2026,Online,Group Buying,Group Buying,TF200SKRWH,1,203578,Shark Fan,Fan
6/11/2026,Online,Group Buying,Group Buying,LC150KRBL,1,324409,Shark Floorcare,FW
6/11/2026,Online,Group Buying,Group Buying,WD210KR,1,236305,Shark Floorcare,WD
6/11/2026,Online,Group Buying,Group Buying,FN100KRGN1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGN1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGN1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGN1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FS301KR,1,203578,Ninja Motorized,Slushi
6/11/2026,Online,Group Buying,Group Buying,FS301KR,1,203578,Ninja Motorized,Slushi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGN1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,NC300KR,1,157033,Ninja Motorized,Icecream
6/11/2026,Online,Group Buying,Group Buying,TF200SKR,1,203578,Shark Fan,Fan
6/11/2026,Online,Group Buying,Group Buying,TF200SKR,1,203578,Shark Fan,Fan
6/11/2026,Online,Group Buying,Group Buying,FA221KR,1,159486,Shark Fan,Fan
6/11/2026,Online,Group Buying,Group Buying,AG551KR,1,236305,Ninja Heated,Grill
6/11/2026,Online,Group Buying,Group Buying,FN100KRGN1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGN1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGN1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,NC300KR,1,157033,Ninja Motorized,Icecream
6/11/2026,Online,Group Buying,Group Buying,FN100KRGY1,1,127942,Ninja Heated,Crispi
6/11/2026,Online,Group Buying,Group Buying,NC300KR,1,157033,Ninja Motorized,Icecream
6/11/2026,Online,Group Buying,Group Buying,TF200SKR,1,203578,Shark Fan,Fan
6/11/2026,Online,Group Buying,Group Buying,TF200SKR,1,203578,Shark Fan,Fan
6/11/2026,TVHS,TVHS,롯데홈쇼핑(우리홈쇼핑) _ TVHS,QX201KR,1,272636,Ninja Motorized,Trad
6/11/2026,PP,PP,(주)지에스홈쇼핑 _ PP,NJ1001KR,1,31755,Ninja Motorized,Food process
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRGY1,1,219318,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,2,438464,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRGY1,1,216745,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,221018,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,216600,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,227182,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,219232,Ninja Heated,Crispi
6/11/2026,PP,PP,현대홈쇼핑 _ PP,BC251KRPK,1,136273,Ninja Motorized,Portable
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,221505,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,2,438464,Ninja Heated,Crispi
6/11/2026,PP,PP,(주)지에스홈쇼핑 _ PP,BC251KRPK,1,97837,Ninja Motorized,Portable
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,221505,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,IW4271KRCP,1,749355,Shark Floorcare,Kion
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,223368,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,2,443005,Ninja Heated,Crispi
6/11/2026,PP,PP,(주)지에스홈쇼핑 _ PP,NJ1001KR,1,47505,Ninja Motorized,Food process
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,219232,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,227182,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,BC251KRMT,1,131505,Ninja Motorized,Portable
6/11/2026,PP,PP,현대홈쇼핑 _ PP,LC701KRBK,1,817273,Shark Floorcare,FW
6/11/2026,PP,PP,(주)지에스홈쇼핑 _ PP,BC251KRPK,1,92727,Ninja Motorized,Portable
6/11/2026,PP,PP,(주)지에스홈쇼핑 _ PP,BC151KREM,1,64832,Ninja Motorized,Portable
6/11/2026,PP,PP,(주)지에스홈쇼핑 _ PP,BC151KRWH,1,65195,Ninja Motorized,Portable
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,219232,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRGY1,1,219232,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,227182,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,217555,Ninja Heated,Crispi
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRGY1,1,208146,Ninja Heated,Crispi
6/11/2026,PP,PP,현대홈쇼핑 _ PP,FN100KRWH,1,227182,Ninja Heated,Crispi
6/11/2026,PP,PP,현대홈쇼핑 _ PP,FN100KRWH,1,227182,Ninja Heated,Crispi
6/11/2026,PP,PP,(주)지에스홈쇼핑 _ PP,BC151KRWH,1,64526,Ninja Motorized,Portable
6/11/2026,PP,PP,(주)지에스홈쇼핑 _ PP,BC251KRMT,1,87679,Ninja Motorized,Portable
6/11/2026,PP,PP,(주)지에스홈쇼핑 _ PP,NJ1001KR,1,50005,Ninja Motorized,Food process
6/11/2026,PP,PP,씨제이홈쇼핑_ PP,FN100KRWH,1,221505,Ninja Heated,Crispi
6/11/2026,PP,PP,현대홈쇼핑 _ PP,FN100KRGY1,1,227182,Ninja Heated,Crispi
6/11/2026,PP,PP,현대홈쇼핑 _ PP,LC701KRBK,1,817273,Shark Floorcare,FW
6/11/2026,PP,PP,현대홈쇼핑 _ PP,FN100KRWH,1,227182,Ninja Heated,Crispi
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,TF200SKRWH,1,363545,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,IW4271KRBK,1,817273,Shark Floorcare,Kion
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,7,2183618,Shark Floorcare,CS
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,FN100KRGY1,1,227182,Ninja Heated,Crispi
6/11/2026,Dept Store,Dept Store,Cosmo_Hyundai dept,BN500KR,1,154455,Ninja Motorized,Trad
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,7,2183618,Shark Floorcare,CS
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,FN100KRGY1,1,227182,Ninja Heated,Crispi
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,TF200SKR,1,363545,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,TF200SKR,1,363545,Shark Fan,Fan
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,7,2183618,Shark Floorcare,CS
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,TF200SKRWH,1,363545,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,LC150KRBL,1,349364,Shark Floorcare,FW
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,FN100KRGY1,1,227182,Ninja Heated,Crispi
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,BN500KR,1,154455,Ninja Motorized,Trad
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,FN100KRGY1,1,227182,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,IW4271KRCP,3,2451818,Shark Floorcare,Kion
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,LC701KRBK,1,817273,Shark Floorcare,FW
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,FN100KRGY1,1,227182,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,IW4271KRBK,1,817273,Shark Floorcare,Kion
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,LC751KRLV,1,817273,Shark Floorcare,FW
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Costco,Costco,Cosmo_Costco Korea,WV250KR2,1,103200,Shark Floorcare,WV
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,TF200SKR,1,363545,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,FN100KRGY1,1,227182,Ninja Heated,Crispi
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,TB401KR,1,318091,Ninja Motorized,Kitchen
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,IW4271KRBK,1,817273,Shark Floorcare,Kion
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,TF200SKR,1,363545,Shark Fan,Fan
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,5,1559727,Shark Floorcare,CS
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,TF200SKRWH,1,363545,Shark Fan,Fan
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,FN100KRGY1,1,227182,Ninja Heated,Crispi
6/11/2026,Dept Store,Dept Store,Cosmo_Hyundai dept,SFP701KR,1,363545,Ninja Heated,Combi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,7,2183618,Shark Floorcare,CS
6/11/2026,Dept Store,Dept Store,Cosmo_Hyundai dept,BC251KRIV,1,136273,Ninja Motorized,Portable
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,LC751KRLV,1,817273,Shark Floorcare,FW
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,FA050KR,1,199909,Shark Fan,Fan
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA200KRWH,1,139936,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Hyundai dept,FN100KRGY1,1,227182,Ninja Heated,Crispi
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,HD434SLKR,1,272636,Shark Personal Care,Flex
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,BC251KRIV,1,136273,Ninja Motorized,Portable
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Costco,Costco,Cosmo_Costco Korea,CS150KRAE,1,311945,Shark Floorcare,CS
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,HD434BRKR,1,272636,Shark Personal Care,Flex
6/11/2026,Dept Store,Dept Store,Cosmo_Galleria dept,TB401KR,1,318091,Ninja Motorized,Kitchen
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,BR201KR,1,82664,Ninja Motorized,Trad
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,3,515264,Shark Fan,Fan
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Hyundai dept,BC251KRIV,1,136273,Ninja Motorized,Portable
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,LC751KRLV,1,817273,Shark Floorcare,FW
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,QX201KR,1,299909,Ninja Motorized,Trad
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,TB401KR,1,318091,Ninja Motorized,Kitchen
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,FA221KR,1,171755,Shark Fan,Fan
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,QX201KR,1,299909,Ninja Motorized,Trad
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,BR201KR,1,82664,Ninja Motorized,Trad
6/11/2026,Dept Store,Dept Store,Cosmo_SSG dept,TB401KR,1,318091,Ninja Motorized,Kitchen
6/11/2026,Costco,Costco,Cosmo_Costco Korea,FN090KR,1,148467,Ninja Heated,Crispi
6/11/2026,Dept Store,Dept Store,Cosmo_Lotte dept,SFP701KR,1,363545,Ninja Heated,Combi
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,BR201KR,1,82664,Ninja Motorized,Trad
6/11/2026,B2B,B2B,Cosmo_ESP Marketing_B2B,BR201KR,1,82664,Ninja Motorized,Trad
